2019-07-04 17:44:09,847:INFO: 
 Experiment: experiments/randomsamplepairing_fh
2019-07-04 17:44:26,584:INFO: TRAIN[000]: 	loss: 1.44661 	accuracy: 37.8% 	error: 62.2% 	data: 1477
2019-07-04 17:44:27,674:INFO: valid: 	loss: 1.15471 	accuracy: 42.4% 	error: 57.6% 	data: 184
2019-07-04 17:44:38,188:INFO: TRAIN[001]: 	loss: 0.55280 	accuracy: 79.2% 	error: 20.8% 	data: 1477
2019-07-04 17:44:39,283:INFO: valid: 	loss: 0.36471 	accuracy: 86.4% 	error: 13.6% 	data: 184
2019-07-04 17:44:49,770:INFO: TRAIN[002]: 	loss: 0.10531 	accuracy: 96.5% 	error: 3.5% 	data: 1477
2019-07-04 17:44:50,847:INFO: valid: 	loss: 0.40803 	accuracy: 87.0% 	error: 13.0% 	data: 184
2019-07-04 17:45:01,294:INFO: TRAIN[003]: 	loss: 0.04499 	accuracy: 98.5% 	error: 1.5% 	data: 1477
2019-07-04 17:45:02,319:INFO: valid: 	loss: 0.20865 	accuracy: 93.5% 	error: 6.5% 	data: 184
2019-07-04 17:45:12,853:INFO: TRAIN[004]: 	loss: 0.01658 	accuracy: 99.6% 	error: 0.4% 	data: 1477
2019-07-04 17:45:13,891:INFO: valid: 	loss: 0.22125 	accuracy: 91.3% 	error: 8.7% 	data: 184
2019-07-04 17:45:24,388:INFO: TRAIN[005]: 	loss: 0.00845 	accuracy: 99.9% 	error: 0.1% 	data: 1477
2019-07-04 17:45:25,409:INFO: valid: 	loss: 0.22962 	accuracy: 92.4% 	error: 7.6% 	data: 184
2019-07-04 17:45:35,900:INFO: TRAIN[006]: 	loss: 0.00639 	accuracy: 99.9% 	error: 0.1% 	data: 1477
2019-07-04 17:45:36,963:INFO: valid: 	loss: 0.26208 	accuracy: 91.3% 	error: 8.7% 	data: 184
2019-07-04 17:45:47,295:INFO: TRAIN[007]: 	loss: 0.00285 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:45:48,310:INFO: valid: 	loss: 0.25509 	accuracy: 92.9% 	error: 7.1% 	data: 184
2019-07-04 17:45:58,718:INFO: TRAIN[008]: 	loss: 0.00149 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:45:59,756:INFO: valid: 	loss: 0.19909 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:46:10,294:INFO: TRAIN[009]: 	loss: 0.00146 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:46:11,311:INFO: valid: 	loss: 0.19810 	accuracy: 94.6% 	error: 5.4% 	data: 184
2019-07-04 17:46:25,051:INFO: TRAIN[010]: 	loss: 1.00177 	accuracy: 72.5% 	error: 27.5% 	data: 1477
2019-07-04 17:46:26,094:INFO: valid: 	loss: 0.70796 	accuracy: 74.5% 	error: 25.5% 	data: 184
2019-07-04 17:46:39,430:INFO: TRAIN[011]: 	loss: 0.71727 	accuracy: 73.0% 	error: 27.0% 	data: 1477
2019-07-04 17:46:40,463:INFO: valid: 	loss: 0.71042 	accuracy: 78.3% 	error: 21.7% 	data: 184
2019-07-04 17:46:53,965:INFO: TRAIN[012]: 	loss: 0.65646 	accuracy: 75.2% 	error: 24.8% 	data: 1477
2019-07-04 17:46:55,003:INFO: valid: 	loss: 0.34661 	accuracy: 88.0% 	error: 12.0% 	data: 184
2019-07-04 17:47:08,594:INFO: TRAIN[013]: 	loss: 0.58280 	accuracy: 77.9% 	error: 22.1% 	data: 1477
2019-07-04 17:47:09,620:INFO: valid: 	loss: 0.40293 	accuracy: 83.7% 	error: 16.3% 	data: 184
2019-07-04 17:47:23,105:INFO: TRAIN[014]: 	loss: 0.51578 	accuracy: 79.8% 	error: 20.2% 	data: 1477
2019-07-04 17:47:24,143:INFO: valid: 	loss: 0.37146 	accuracy: 89.7% 	error: 10.3% 	data: 184
2019-07-04 17:47:37,482:INFO: TRAIN[015]: 	loss: 0.49126 	accuracy: 82.1% 	error: 17.9% 	data: 1477
2019-07-04 17:47:38,509:INFO: valid: 	loss: 0.45437 	accuracy: 85.9% 	error: 14.1% 	data: 184
2019-07-04 17:47:52,209:INFO: TRAIN[016]: 	loss: 0.47153 	accuracy: 82.9% 	error: 17.1% 	data: 1477
2019-07-04 17:47:53,235:INFO: valid: 	loss: 0.20291 	accuracy: 94.0% 	error: 6.0% 	data: 184
2019-07-04 17:48:06,786:INFO: TRAIN[017]: 	loss: 0.41916 	accuracy: 84.6% 	error: 15.4% 	data: 1477
2019-07-04 17:48:07,832:INFO: valid: 	loss: 0.22303 	accuracy: 92.9% 	error: 7.1% 	data: 184
2019-07-04 17:48:18,144:INFO: TRAIN[018]: 	loss: 0.05958 	accuracy: 98.2% 	error: 1.8% 	data: 1477
2019-07-04 17:48:19,171:INFO: valid: 	loss: 0.28928 	accuracy: 90.2% 	error: 9.8% 	data: 184
2019-07-04 17:48:29,390:INFO: TRAIN[019]: 	loss: 0.02458 	accuracy: 99.3% 	error: 0.7% 	data: 1477
2019-07-04 17:48:30,408:INFO: valid: 	loss: 0.24644 	accuracy: 89.7% 	error: 10.3% 	data: 184
2019-07-04 17:48:43,775:INFO: TRAIN[020]: 	loss: 0.45071 	accuracy: 84.1% 	error: 15.9% 	data: 1477
2019-07-04 17:48:44,808:INFO: valid: 	loss: 0.44817 	accuracy: 82.1% 	error: 17.9% 	data: 184
2019-07-04 17:48:58,278:INFO: TRAIN[021]: 	loss: 0.40937 	accuracy: 84.3% 	error: 15.7% 	data: 1477
2019-07-04 17:48:59,296:INFO: valid: 	loss: 0.36521 	accuracy: 88.0% 	error: 12.0% 	data: 184
2019-07-04 17:49:12,910:INFO: TRAIN[022]: 	loss: 0.35932 	accuracy: 86.8% 	error: 13.2% 	data: 1477
